Destination,Flight Price,Departure,Return Trip,Route from Origin,Route from Destination
Dubai,€693,Fri Feb 28th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€693,Sun Mar 2nd 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€693,Wed Mar 5th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€694,Wed Feb 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€699,Fri Feb 7th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€814,Wed Feb 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€817,Wed Feb 5th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1049,Mon Feb 24th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1049,Mon Mar 3rd 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1049,Wed Mar 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1049,Tue Mar 4th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1415,Tue Feb 25th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1415,Wed Feb 26th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1415,Mon Mar 3rd 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1415,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1418,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1418,Wed Feb 26th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1931,Tue Mar 4th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1933,Wed Feb 26th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1933,Thu Feb 27th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€1939,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2015,Tue Feb 25th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2026,Tue Mar 4th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2028,Wed Feb 26th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2028,Thu Feb 27th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2034,Wed Mar 5th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
Dubai,€2255,Tue Mar 4th 2025,Mon Mar 31st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA)
London,€107.31,Mon Mar 3rd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€107.51,Sat Feb 15th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€107.51,Wed Feb 12th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€107.76,Mon Mar 3rd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€107.96,Sat Feb 15th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€107.96,Wed Feb 12th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€108.75,Wed Feb 26th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€109,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€109.20,Wed Feb 26th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€109.51,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€110.25,Tue Feb 25th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€110.70,Tue Feb 25th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.20,Sat Feb 8th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.38,Tue Feb 18th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.40,Mon Mar 3rd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.61,Wed Feb 12th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.61,Sat Feb 15th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.63,Mon Feb 10th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.63,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.65,Sat Feb 8th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.84,Tue Feb 18th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€111.92,Sun Feb 16th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112,Mon Feb 10th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112.37,Sun Feb 16th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112.66,Sat Mar 1st 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112.81,Tue Mar 4th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€112.85,Wed Feb 26th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.11,Sat Mar 1st 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.14,Wed Mar 5th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.16,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.26,Tue Mar 4th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.59,Wed Mar 5th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€113.69,Tue Feb 11th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.14,Tue Feb 11th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.35,Tue Feb 25th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.70,Mon Mar 3rd 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.91,Sat Feb 15th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.91,Wed Feb 12th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€114.93,Mon Feb 17th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.30,Sat Feb 8th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.38,Mon Feb 17th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.44,Mon Mar 3rd 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.48,Tue Feb 18th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.65,Wed Feb 12th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.65,Sat Feb 15th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.73,Mon Feb 10th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€115.73,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116,Sun Feb 16th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.14,Wed Feb 26th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.31,Mon Mar 3rd 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.45,Sun Mar 2nd 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.51,Wed Feb 12th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.51,Sat Feb 15th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.76,Sat Mar 1st 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.86,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.86,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.88,Wed Feb 26th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€116.91,Tue Mar 4th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117,Sat Feb 15th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117,Wed Feb 12th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117,Wed Feb 12th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117,Sat Feb 15th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.17,Mon Mar 3rd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.23,Wed Mar 5th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.38,Sat Feb 15th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.38,Wed Feb 12th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.65,Tue Feb 25th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€117.75,Wed Feb 26th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118,Sun Mar 2nd 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.22,Mon Mar 3rd 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.22,Mon Mar 3rd 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.22,Mon Mar 3rd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.22,Mon Mar 3rd 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.22,Mon Mar 3rd 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Wed Feb 12th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Sat Feb 15th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Wed Feb 12th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Sat Feb 15th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Wed Feb 12th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Sat Feb 15th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Wed Feb 12th 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Sat Feb 15th 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Sat Feb 15th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.43,Wed Feb 12th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.49,Mon Mar 3rd 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.59,Sat Feb 8th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.61,Wed Feb 26th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.70,Sat Feb 15th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€118.70,Wed Feb 12th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN)
London,€339,Sat Mar 1st 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€339,Tue Mar 4th 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€339,Mon Mar 3rd 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€339,Wed Mar 5th 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Sat Mar 1st 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Sat Mar 1st 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Tue Mar 4th 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Mon Mar 3rd 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Sat Mar 1st 2025,Tue Apr 1st 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
London,€346,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€260.98,Wed Feb 19th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€265.70,Wed Feb 19th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€266.50,Wed Feb 19th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€269.28,Wed Feb 19th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€269.28,Wed Feb 19th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€284.98,Wed Feb 19th 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN)
Madrid,€286.76,Thu Feb 20th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€286.76,Thu Feb 20th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€287,Tue Feb 25th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288,Tue Feb 25th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288,Mon Feb 24th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288,Sat Feb 22nd 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288,Sat Feb 22nd 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€288.18,Tue Feb 25th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€291.48,Thu Feb 20th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€292.44,Sat Feb 22nd 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN)
Madrid,€292.60,Wed Feb 19th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€292.60,Wed Feb 19th 2025,Thu Mar 13th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€292.90,Tue Feb 25th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€293.20,Wed Feb 19th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€293.20,Wed Feb 19th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€297.84,Sat Feb 22nd 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN)
Madrid,€306,Tue Feb 25th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€306,Mon Feb 24th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Tue Feb 25th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Tue Mar 4th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Mon Feb 24th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Mon Feb 24th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Sat Feb 22nd 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Sat Feb 22nd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Sat Feb 22nd 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€307,Sat Feb 22nd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€308,Tue Feb 18th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€308,Tue Mar 4th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€308,Tue Feb 25th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€308,Tue Feb 25th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Tue Feb 18th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Tue Mar 4th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Tue Mar 4th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Tue Feb 18th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Tue Mar 4th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Sat Feb 22nd 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Sun Feb 16th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Wed Feb 19th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
Madrid,€324,Sun Feb 16th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA)
