Destination,Flight Price,Departure,Return Trip,Route from Origin,Route from Destination,airline
Dubai,684.0,Sat Mar 1st 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,686.0,Sat Mar 1st 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,691.0,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,691.0,Mon Mar 3rd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,691.0,Tue Mar 4th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,691.0,Sat Feb 22nd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,691.0,Fri Feb 28th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,691.0,Sun Mar 2nd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,691.0,Wed Mar 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,693.0,Tue Feb 25th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,693.0,Mon Mar 3rd 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,693.0,Tue Mar 4th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,693.0,Sat Feb 22nd 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,693.0,Fri Feb 28th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,693.0,Sun Mar 2nd 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,693.0,Wed Mar 5th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,694.0,Wed Feb 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,699.0,Fri Feb 7th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,814.0,Wed Feb 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,817.0,Wed Feb 5th 2025,Fri Mar 21st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1049.0,Mon Feb 24th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1049.0,Mon Mar 3rd 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1049.0,Wed Mar 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1049.0,Tue Mar 4th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1415.0,Tue Feb 25th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1415.0,Wed Feb 26th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1415.0,Mon Mar 3rd 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1415.0,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1418.0,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1418.0,Wed Feb 26th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1931.0,Tue Mar 4th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,1933.0,Wed Feb 26th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,1933.0,Thu Feb 27th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,1939.0,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,2015.0,Tue Feb 25th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,2026.0,Tue Mar 4th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,2028.0,Wed Feb 26th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
Dubai,2028.0,Thu Feb 27th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Qatar Airways
Dubai,2034.0,Wed Mar 5th 2025,Fri Apr 4th 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Emirates
Dubai,2255.0,Tue Mar 4th 2025,Mon Mar 31st 2025,Frankfurt (FRA) → Dubai (SHJ),Dubai (SHJ) → Frankfurt (FRA),Lufthansa
London,107.31,Mon Mar 3rd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,107.51,Sat Feb 15th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,107.51,Wed Feb 12th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,107.76,Mon Mar 3rd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,107.96,Sat Feb 15th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,107.96,Wed Feb 12th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,108.75,Wed Feb 26th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,109.0,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,109.2,Wed Feb 26th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,109.51,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,110.25,Tue Feb 25th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,110.7,Tue Feb 25th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,111.2,Sat Feb 8th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,111.38,Tue Feb 18th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,111.4,Mon Mar 3rd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,111.61,Wed Feb 12th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,111.61,Sat Feb 15th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,111.63,Mon Feb 10th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,111.63,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,111.65,Sat Feb 8th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,111.84,Tue Feb 18th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,111.92,Sun Feb 16th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,112.0,Mon Feb 10th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,112.0,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,112.37,Sun Feb 16th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,112.66,Sat Mar 1st 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,112.81,Tue Mar 4th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,112.85,Wed Feb 26th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,113.11,Sat Mar 1st 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,113.14,Wed Mar 5th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,113.16,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,113.26,Tue Mar 4th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,113.59,Wed Mar 5th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,113.69,Tue Feb 11th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,114.14,Tue Feb 11th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,114.35,Tue Feb 25th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,114.7,Mon Mar 3rd 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,114.91,Sat Feb 15th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,114.91,Wed Feb 12th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,114.93,Mon Feb 17th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,115.3,Sat Feb 8th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,115.38,Mon Feb 17th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,115.44,Mon Mar 3rd 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,115.48,Tue Feb 18th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,115.65,Wed Feb 12th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,115.65,Sat Feb 15th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,115.73,Mon Feb 10th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,115.73,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,116.0,Sun Feb 16th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,116.14,Wed Feb 26th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,116.31,Mon Mar 3rd 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,116.45,Sun Mar 2nd 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,116.51,Wed Feb 12th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,116.51,Sat Feb 15th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,116.76,Sat Mar 1st 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,116.86,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,116.86,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,116.88,Wed Feb 26th 2025,Sat Mar 8th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,116.91,Tue Mar 4th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,117.0,Sat Feb 15th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,117.0,Wed Feb 12th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,117.0,Wed Feb 12th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,117.0,Sat Feb 15th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,117.17,Mon Mar 3rd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,117.23,Wed Mar 5th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,117.38,Sat Feb 15th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,117.38,Wed Feb 12th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,117.65,Tue Feb 25th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,117.75,Wed Feb 26th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,118.0,Sun Mar 2nd 2025,Thu Mar 6th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,118.22,Mon Mar 3rd 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,118.22,Mon Mar 3rd 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.22,Mon Mar 3rd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,118.22,Mon Mar 3rd 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,118.22,Mon Mar 3rd 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Wed Feb 12th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Sat Feb 15th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,118.43,Wed Feb 12th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Sat Feb 15th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Wed Feb 12th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,118.43,Sat Feb 15th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Wed Feb 12th 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),British Airways
London,118.43,Sat Feb 15th 2025,Fri Mar 28th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,118.43,Sat Feb 15th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),KLM
London,118.43,Wed Feb 12th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,118.49,Mon Mar 3rd 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,118.59,Sat Feb 8th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Air France
London,118.61,Wed Feb 26th 2025,Fri Mar 7th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Eurowings
London,118.7,Sat Feb 15th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Ryanair
London,118.7,Wed Feb 12th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → London (STN),London (STN) → Frankfurt (HHN),Lufthansa
London,339.0,Sat Mar 1st 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Eurowings
London,339.0,Tue Mar 4th 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Eurowings
London,339.0,Mon Mar 3rd 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Eurowings
London,339.0,Wed Mar 5th 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Ryanair
London,346.0,Sat Mar 1st 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Air France
London,346.0,Sat Mar 1st 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Ryanair
London,346.0,Tue Mar 4th 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),KLM
London,346.0,Mon Mar 3rd 2025,Sun Mar 9th 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Air France
London,346.0,Sat Mar 1st 2025,Tue Apr 1st 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),Lufthansa
London,346.0,Wed Mar 5th 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → London (LHR),London (LHR) → Frankfurt (FRA),KLM
Madrid,260.98,Wed Feb 19th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,260.98,Wed Feb 19th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,260.98,Wed Feb 19th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,260.98,Wed Feb 19th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,260.98,Wed Feb 19th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,260.98,Wed Feb 19th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,260.98,Wed Feb 19th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,265.7,Wed Feb 19th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,266.5,Wed Feb 19th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,269.28,Wed Feb 19th 2025,Tue Mar 11th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,269.28,Wed Feb 19th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,284.98,Wed Feb 19th 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN),Iberia
Madrid,286.76,Thu Feb 20th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,286.76,Thu Feb 20th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,286.76,Thu Feb 20th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,286.76,Thu Feb 20th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,286.76,Thu Feb 20th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,286.76,Thu Feb 20th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,286.76,Thu Feb 20th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,287.0,Tue Feb 25th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,288.0,Tue Feb 25th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,288.0,Mon Feb 24th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,288.0,Sat Feb 22nd 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,288.0,Sat Feb 22nd 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,288.18,Tue Feb 25th 2025,Thu Mar 20th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,288.18,Tue Feb 25th 2025,Thu Mar 27th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,288.18,Tue Feb 25th 2025,Tue Mar 18th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,288.18,Tue Feb 25th 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,288.18,Tue Feb 25th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,288.18,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,288.18,Tue Feb 25th 2025,Sat Mar 15th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,291.48,Thu Feb 20th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,292.44,Sat Feb 22nd 2025,Wed Mar 19th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN),KLM
Madrid,292.6,Wed Feb 19th 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,292.6,Wed Feb 19th 2025,Thu Mar 13th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,292.9,Tue Feb 25th 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,293.2,Wed Feb 19th 2025,Thu Mar 6th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,293.2,Wed Feb 19th 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,297.84,Sat Feb 22nd 2025,Wed Mar 12th 2025,Frankfurt (HHN) → Madrid (MAD),Madrid (MAD) → Frankfurt (HHN),Air France
