room_type,price_per_night,total_price,hotel_UUID,price_UUID
Double bed,106.0,2014,2923cbfe-37fc-4efa-bacb-4d54cc45da58,5c473550-af26-4eb2-8d29-cb1bb9d3c823
Double bed,312.0,5928,8ba31b3b-e48b-4683-80e5-ecd00e28e018,011c0fd3-ce88-4f78-822e-c77106ec1e4a
Double bed,144.0,2736,2ab6ea82-b137-4c0a-8eae-55037cbcb40c,1e871125-0dbe-41e0-86b7-bb9802e9c7ea
Double bed,58.0,1102,2b15d8db-789b-48ca-8a8d-cf1b271fb705,12657ad8-e39b-45e1-8342-8160c4bedf99
Double bed,104.0,1976,d0222172-3ad9-4003-b947-58b0bad71c5f,4b33ca17-dee3-4040-b695-57dc02ab60c9
Double bed,63.0,1197,f0111197-736c-4193-b50c-b3bb91b44210,8dc024b7-805d-4b02-a64f-d38dae46700f
Double bed,94.0,1786,28c5c266-f282-4724-a574-fbddec72b635,5e92bc1e-f892-43fb-92cb-50e9345d5c62
Double bed,61.0,1159,c09c8142-1ef4-4f5b-a8c1-d23a4fac9837,cd15e275-b125-49d8-9b6c-6c81cc48d71f
Double bed,170.0,3230,1163bd6e-a79a-4fda-9a8c-897774bc4c5a,33f3f09a-adfe-4a73-8b08-cfab54a29adf
Double bed,143.0,2717,0c125913-116b-4e40-930c-5ad739721dbe,0f26d438-0fe4-4950-95e6-ebc122ebeb72
Double bed,189.0,3591,233eef3f-84a1-4eba-9bff-5a32258b8d40,6a4cd34f-a14d-4272-a349-fd213c48f74b
Double bed,179.0,3401,31ddb22b-6365-4ada-8201-a66f0f1b41f8,fb3377f5-4092-44ce-bcc8-23aa0dceb652
Double bed,117.0,2223,81c3bfa9-165c-49db-962d-659a8da7de94,e22c2fe0-e70c-4a0b-b3d4-2be1e8e2c565
Double bed,35.0,665,03b141a9-f884-45bb-afe4-c3e2b4d7fc65,f8dd6f11-f69e-42c2-9fa6-4a34cd19b2db
Double bed,113.0,2147,3a16d1d2-78b0-42b1-a9a0-98a4e43edfd6,088dc82b-8bea-48d1-aefb-224d8eba335f
Double bed,194.0,3686,9764e46c-a967-4e4f-8df9-c492817528a5,a62333d1-f867-4f6a-827c-422cf6b9513b
Double bed,103.0,1957,17916caf-6634-4845-afad-7c0facd43532,f9482de4-dcc1-4c84-9190-67410cd60af5
Double bed,165.0,3135,f64eded6-ff3b-4bcf-b10c-77708adfd40c,9d57be76-0282-40d8-a713-f6b8a85b9ca0
Double bed,276.0,5244,7ca07418-683e-437b-ac2c-24c4014d55c1,6398d80f-4e1d-4402-a295-fe7924002d4a
Double bed,69.0,1311,573e83a5-1fce-47dc-a1d3-699f65eb1663,a49f8038-2fbb-4be4-80bb-470b5671a290
Double bed,107.0,2033,0063cd64-6c17-4af3-bf04-4f2c1cb84bfe,9130a7fd-5f12-45e0-876a-dc0f277811c4
Double bed,78.0,1482,54946e93-75dc-496b-82fa-3e641e7af2ef,2a7d13f4-1eaf-41ec-af4d-dafa733fb429
Double bed,107.0,2033,d060f7ad-1452-4cb1-9f78-26e902e7dcba,57ce8fed-b556-4cbe-8e74-5490241566df
Double bed,93.0,1767,f9dcc14c-5712-4abb-b15b-4a1fc8d84811,10545e33-57d7-4600-aa1e-0b83774f3d4d
Double bed,134.0,2546,95690f78-b520-492c-be92-689d3a07cd56,2c52dbd3-613b-4188-89e1-e178ec408c7a
Double bed,133.0,2527,5c69b508-79d6-4396-92b9-d7cb2e0bfc69,03839033-12fd-42b3-9751-0ecea3c90572
Double bed,204.0,3876,1abe44fc-2c18-4221-8e9d-1f49deb690f0,bf500f90-2a71-493d-918c-b5e14cf29104
Double bed,61.0,1159,f5e79ccd-f7f7-4ad1-8a02-d39d9b4ebd03,a8af5d7f-a8c9-4dc5-92b3-3c8f26c0b08d
Double bed,179.0,3401,712b9b54-31fc-423c-894a-f03d54de199c,6902fbfc-d8d7-4012-98e9-86a740cefcc6
Double bed,109.0,2071,68174192-f84a-458b-b5a3-bd35ee886c59,3e850124-d4c8-4f13-8f6c-1fc2372847ef
Double bed,131.0,2489,aad253be-eb66-4fa2-a960-681bd1a36b9d,2d3a3caa-4d5f-4f48-b122-620ad3fd2194
Double bed,156.0,2964,5c7539c5-f843-411c-84e9-9bcf31ba090a,217a4581-0460-40aa-898c-abc6ea83c26f
Double bed,162.0,3078,56d6fc63-fa8d-4802-8078-0c91d59d7dde,2fa495a2-d75d-4f3b-92a5-e16277edb56a
Double bed,145.0,2755,f5159889-a991-4769-ab83-a710fa8e37f7,84757693-2963-44f9-9780-29f0d459b65a
Double bed,60.0,1140,afbb86c8-32ea-4500-a7c0-5965d268f9c1,107b1f7c-d6a0-446c-98c7-b18e32220548
Double bed,215.0,4085,d1cde2cf-e1b3-4da8-aa52-7a77d853d538,52022671-4bd5-47e0-b32c-326aeab4b019
Double bed,47.0,893,6b288e17-aea2-4018-b453-56e96505e648,4356dcd2-83d3-4bf6-b7bb-305b20771bad
Double bed,174.0,3306,c1970022-a5c1-49b6-8591-fa4f88514254,a5dac7f3-3cc0-4127-8fb2-a6f2d46a83c3
Double bed,150.0,2850,6209e9d5-ea39-45ef-a591-20cffc813570,37e5d6c5-bc4f-4931-bf73-fd661ba88f1f
Double bed,131.0,2489,ce172075-82eb-4b62-9f86-41024dbf51bf,b3f3406a-fb74-435d-8fd4-97664afa591e
Double bed,141.0,2679,f21583c1-d368-437e-ac9e-c88942598712,17c34e10-a239-4ce0-9714-07f41cd6460c
Double bed,108.0,2052,8e1ffae9-b082-4acb-8dd0-3464fd5cc50e,dde4b34b-a4c6-496a-ad45-d4df29ae389f
Double bed,128.0,2432,9ae0bbb7-d175-4353-b0fb-6fec23ccdd7d,93033520-0a8c-4391-a4d1-ceb56bdc8c0e
Double bed,237.0,4503,1bf7ac35-111c-4e28-84bd-81e99953d2c7,216325b5-eaf1-4978-8dd0-975295909fc6
Double bed,100.0,1900,d0b531f1-9f68-45ca-8c2d-78c7ff6053a2,5f8bb82e-ed8a-4517-835b-dc23eace6608
Double bed,167.0,3173,2deaf472-3ec1-432d-a839-5e6556862cb1,bf7aafb1-397d-477d-91ad-73e141e72993
Double bed,121.0,2299,2f002aea-ab10-4d7f-aa2e-b9101e977ee4,d24ff104-ac2d-4a76-a3d7-9b2d6d9cf714
Double bed,227.0,4313,770e7760-3cf7-4194-a827-11b793c6aaa7,bc96a9b1-c341-400e-a0da-c68f50f5ac2e
Double bed,60.0,1140,013b2c3c-1f0a-42a7-b654-c2bbef862067,b7e23727-1a80-4490-8f89-53f8033d44d7
Double bed,120.0,2280,3f0d8959-cc84-4ddd-91f1-d5c791f66dfb,b6905037-1d5e-4e51-81d9-398ef92eca3e
Double bed,192.0,3648,5aab2ec8-5c63-4f00-afb0-b7e19994dee4,ffecf374-901e-46c8-90d5-01b8c69a31d4
Double bed,163.0,3097,f3fd5cf2-bd2e-4480-8fc1-51e013abb2fb,0b5b4b2b-54aa-4f00-b477-bb07ad77dd8d
Double bed,70.0,1330,90eefdf0-15b2-4a29-96df-3606d98b2c8f,f3b76fbd-e979-423a-b797-9d86ebf481b7
Double bed,170.0,3230,8e5bdb4a-c5fb-446a-9d27-c7bd0a40c0c7,09d88ff4-f088-40ff-a136-f2a25996bd71
Double bed,68.0,1292,6dc7c3d7-f47d-43a7-a225-a0d928ddc8e2,9fc7c073-c7ff-4cc3-b0bd-dbd6589cd088
Double bed,208.0,3952,a44d12d0-9bc1-480f-b2c3-7e4f361d98ac,8cff3d00-7977-4464-9d35-d99a1917b6b2
Double bed,163.0,3097,0fa06ba7-1566-40e4-95a6-d47615b8ff07,713ebf24-6005-4b7a-a09a-1c0a510b5f1f
Double bed,314.0,5966,36f1a522-f880-4b15-937a-b9debdac0005,04daec1c-1298-4504-9374-5ac49381fc5d
Double bed,131.0,2489,7341417c-60df-450d-822d-0b2b109cace5,90baf94a-b318-4100-92ac-753e615c5458
Double bed,128.0,2432,40f7ec2e-53a7-4ef3-9b1c-dc4cad81785f,9ab54eea-a8ac-428a-9a17-72dc8971f1db
Double bed,70.0,1330,848889ca-cf77-44c6-ba24-4cb05335f66d,0858c7d9-317f-49e9-98e3-473136e20b3a
Double bed,134.0,2546,e8eaf2b3-2fb6-4890-be03-e90cf74d0b7a,664f1088-0789-44b0-adc5-2e544cc05faa
Double bed,100.0,1900,4afaa51a-1e83-4cfd-9d84-d152514d14b9,02bd9043-b348-436f-b333-4a673d81e885
Double bed,129.0,2451,9dc2fcbf-adbe-4bd5-9636-9696655fadc2,b07ed60d-33fb-40dd-9826-02d43d1e115f
Double bed,161.0,3059,c1a22043-5a57-44c7-84f3-6e7b830d7658,051de00d-d331-4ac1-bbaa-1673ccbc7222
Double bed,122.0,2318,27003d7f-9ad1-4ebd-b0d7-56570a06a6b6,8043ce4f-41ef-4ac4-ac9a-303b7a6b8db6
Double bed,116.0,2204,15922f94-acb2-4a88-935d-fa1fa49da9d3,4e915f45-5875-4eda-8cce-3aca686afd25
Double bed,63.0,1197,fee8b99e-8a54-481f-9122-9c69b9cf0b36,c7131ad6-bfd0-48b4-a79b-70edab580310
Double bed,162.0,3078,8ea57708-7587-4494-8e1e-b72200c5737c,f5e127d5-b7d8-4848-9514-4f5d333cd1bb
Double bed,220.0,4180,891ddb31-2a4b-41ed-83de-8c19361316f5,41e75105-0501-480d-b8c0-2757dbc64efd
Double bed,160.0,3040,edbc9fa5-db5f-44a3-8c4b-5dd07b44c525,4b34dae9-caab-4a06-82a3-9905be85f851
Double bed,89.0,1691,81c805d0-b64c-44cd-899a-e5584e992ba5,4ee43837-84c2-45e0-bd30-b2f2e209196a
Double bed,162.0,3078,7421b71f-c3dd-491a-b303-13a93a7e9316,38f983d9-2e94-4e0f-af70-d8f319672fac
Double bed,61.0,1159,a6a48375-20c6-43e5-a80e-410cd8247770,cfeb5640-69a1-4b52-9989-b47b0823d790
Double bed,124.0,2356,73222e57-1af1-4253-876e-3bee57508e5e,3e22705d-a68a-4b9e-9d11-13d7282893b0
Double bed,79.0,1501,44e1a9b5-607b-41a7-9258-1d411275c6f9,5e8798cd-0f4c-485b-ab78-ff2b4ccbfbb9
Double bed,677.0,12863,471bdcc6-45db-4a1c-8241-a801eb07e481,1053bdeb-3ef0-44bb-b0a4-c2ca1e50ba8a
Double bed,483.0,9177,7848be6f-7cd8-42a7-be2d-6ac688b7d222,c60f52a8-a957-4154-9f4c-b1eb97a59bc9
Double bed,249.0,4731,a3d340e2-19b4-46ad-81fa-9417849b9717,90aef22e-db7c-47a3-a490-7caa9fc95460
Double bed,693.0,13167,08b17e5d-53e2-42fe-950a-5ba9127fc3f8,0c253d86-9ccf-43a0-8768-53b4ac6b04cc
Double bed,153.0,2907,e788d3a9-10de-43e1-bbd7-13153453c11d,c5770a0b-349c-42c4-a105-4334a358c1a5
Double bed,426.0,8094,e015d132-645b-4a92-b57c-31f6ae195569,99168551-8a5e-41e4-8cdd-8289f7a6a99c
Double bed,99.0,1881,04bbd385-02bb-4db8-86ad-732e365f10cc,7ed82a16-6678-45ad-8de1-e263020edc66
Double bed,172.0,3268,81ecc114-e626-4216-8903-a84b7dfae7da,6f4cad92-df88-4918-a075-f7f2d693958c
Double bed,294.0,5586,e59bc813-2105-4a3c-a247-778699704ea5,c8c38e49-8c99-4444-b497-1199b77f09c2
Double bed,131.0,2489,11544a0b-9f07-4ff0-bda7-e3770c3f8502,defb7215-8537-4c9d-93b4-1c84cf0b4ae5
Double bed,156.0,2964,d0a41009-d175-4920-9230-2f27ce99aea2,2f25b44d-95f6-43c2-ae11-fc7cec6461ec
Double bed,223.0,4237,cb218c36-3000-43bc-8eff-ea68faab2d51,04b736cf-8480-49d9-af25-fd455c24c9e2
Double bed,424.0,8056,670ae62f-89ac-4b46-b6df-5ef4daecebba,eb546630-d232-45ee-ac55-2d7cd5d18766
Double bed,179.0,3401,33226a1c-e88a-4d91-af33-480d8934de10,29df2a26-b60a-49c3-9eae-1efa1f6c2229
Double bed,145.0,2755,9003892c-0cc7-477b-84b7-ea06c31a136b,2df6c6c3-2290-40dc-9676-f749cb973cac
Double bed,91.0,1729,42a6efd5-4525-44e1-bab8-727117b51c45,5a77233e-d37a-441e-9e2c-4a014dab92d4
Double bed,68.0,1292,db1fa5a3-7fcc-4e98-92eb-6227b788b5c4,905cafe2-3a24-4b61-a977-32291932dcd2
Double bed,98.0,1862,b4963a1c-90ea-41f6-8083-63c9f61bab95,bccd2626-f8d8-4936-b6a6-dab32b0c140d
Double bed,69.0,1311,3710be8f-69cc-432f-be68-482ab45ed5ac,db344f30-6d4e-46a9-b896-79e2b39bec35
Double bed,151.0,2869,3fa03581-5578-4935-8b70-754493f89941,d6aa56b1-f936-4594-b113-debfb2dfed5c
Double bed,120.0,2280,5345944a-6ae8-4048-bf78-450372f432a3,2d247591-0e38-4186-b4ed-100d7f2bd31b
Double bed,66.0,1254,126a4039-3520-4bf9-8854-994db942bda8,ca4e8c93-6153-4d9e-b6df-eb546675e8a9
Double bed,70.0,1330,49e29a55-11bc-4b53-9d03-3ea8fb2b91dc,410ff18b-1f1e-4dd0-b305-76592947da4a
Double bed,127.0,2413,a00be41e-ac76-494a-bca5-461d0a2edc08,422a8710-921c-4662-a839-54afd28a6d71
Double bed,121.0,2299,520ab508-bfc9-4200-9eb1-646afb5f6ac2,69a87810-49ca-42b5-adf0-9293208c8fdb
Double bed,172.0,3268,b7e07522-81f8-4bae-92cc-7295bb8156bb,9db5eece-19c0-4f56-9ad1-08d81b1a3a26
Double bed,136.0,2584,04320be1-7cbf-4632-8480-644d246a5dcc,9b632d1e-5bde-4b01-8185-e912924f0049
Double bed,162.0,3078,b58b345c-0350-414a-80e1-0ff82f690a6e,437c181c-a606-4346-9d10-f348131dec57
Double bed,261.0,4959,2a986aa9-d60e-4d32-833f-2d93e04389a4,842e56d2-12c1-4638-8931-44fbbbfeee08
Double bed,178.0,3382,b12a7826-dba6-4725-a309-6ddf00882389,775c59b2-4cd5-46d8-8f47-cd878777c508
Double bed,238.0,4522,4daf1991-cc8c-4b35-a889-f9e79f3d5056,75b4042c-6651-4e4e-ade6-9242a49409af
Double bed,140.0,2660,95140d83-a7a3-4b3d-8c1a-8119867f6b22,0441dbc0-590e-4120-ab69-cf3444215c77
Double bed,196.0,3724,b533943b-c279-4ca6-90f5-c888033cf946,288039e6-907d-4c13-bb9e-94247b1ccfb7
Double bed,96.0,1824,8e588288-2524-42dc-a456-2a9b0c88c9fa,3c390aef-9de4-42e2-b0e9-4975a58141b6
Double bed,136.0,2584,a2368fd7-41b1-4d47-a0fc-47a043135f64,dcd7f6b7-03d9-45e5-9fde-6963f0b793eb
Double bed,170.0,3230,ef1a00f9-7195-4ef0-a39a-7da6f07e524c,d23ca50b-363d-4e1d-8145-0abc8bce621d
Double bed,426.0,8094,d0e0b227-be94-4127-8456-a1b69ff2630a,b4e01d38-ce8d-4b6c-9d85-3ef00b5e8ec9
Double bed,96.0,1824,2e6fbf3c-1960-451c-95c4-494b7ebcd935,972f232e-3893-4fb1-a4b7-af32a31bce5a
Double bed,149.0,2831,603caa3c-c243-4bf3-a8cc-c89925ad6fcd,d419eacd-a75b-498d-91f7-2bc3c5a01b43
Double bed,136.0,2584,9e2324e5-fd9e-450a-a10d-0d0ac6fba17e,e0e11b73-a041-4e23-af0f-ab7ff35cb374
Double bed,161.0,3059,fc9265b3-d190-4e91-b62c-0ba1bf3aaeaa,38cc6c26-728c-4b51-af07-9b1519455c0b
Double bed,96.0,1824,617cc0f0-c4d5-4e50-980d-cc0fe71a2091,bf6bb7b2-39de-4f9e-83d6-afd711765757
Double bed,251.0,4769,09cfae03-7ac4-409d-bb04-d5f7c2b35a02,dc2e26f3-d1a6-400c-b3dc-d22b10064d78
Double bed,136.0,2584,4939ed6d-772d-4b54-8af9-19e76c983d62,b6467a81-ec14-4884-a102-890379fbed63
Double bed,161.0,3059,309280fb-afec-444e-aa87-c74364742a6f,c7845ca2-7d01-4ea4-b88b-cf8ebaad16e2
Double bed,106.0,2014,7f17ac21-3ffd-42d2-9a0a-60f3548e28ff,4b7fe0b5-49c9-405c-a181-ff47d1c57b8d
Double bed,181.0,3439,13be0c46-8e1b-490a-bca0-fdb4038dd9a1,1a4154d6-1c18-4e4f-a938-ccf4efb23b6b
Double bed,170.0,3230,930e026f-339f-4170-b0ef-fd974f5cbff7,f34a8239-9ba6-44b2-981b-9f039e4fea91
Double bed,261.0,4959,46dafc84-d7ed-4491-89b7-1532f7c7a2e2,3288e361-625d-4a46-ad3b-ee0b5d4c938d
Double bed,96.0,1824,11d3dce0-3050-4511-939f-d54b30a1c0b0,8e177bfc-222b-42f3-8628-98942664eefe
Double bed,426.0,8094,8e049802-ae55-46af-b4b4-3ff091fc585d,280c730d-b5a8-46a0-a42c-77df4a8de6cd
Double bed,296.0,5624,0f8c8f0d-4040-40c6-8f15-121cbb74677d,f7d6da77-b3f5-47ed-b9f7-8706d13ba721
Double bed,435.0,8265,2947bd3e-303f-4a61-b5bc-7b716d046317,a4527a9d-32bb-4d1b-a13d-4de7d4d51ac6
Double bed,720.0,13680,6d88875c-24a2-4ef2-9933-44fd856da34d,f384014b-c229-4994-966d-fb79d9bcc719
Double bed,288.0,5472,b1014de5-e335-4862-9c41-6e56b9a2219c,c83c57a7-19d0-4fe3-850f-50df510288b8
Double bed,211.0,4009,3a5d8831-a4f9-4fb7-a057-f89c8b84eca3,881948f7-ac19-435b-9cd1-5e7e88f6abd1
Double bed,145.0,2755,1fe95afd-0031-4deb-830a-4e1c216ec7e0,47224f66-af16-4307-b8d7-987763f7ce72
Double bed,940.0,17860,aa45f77a-53be-4857-9a3e-27b434ef6c8c,dc112cd8-2543-4a99-bc95-753b272069a2
Double bed,376.0,7144,cf4f6232-a411-444a-9687-bb0661f1f314,e9b24a5b-ab08-4abe-b4c3-5fc773173c18
Double bed,299.0,5681,4d4b8c19-644f-4cc9-a894-498782816cac,1adbf4b7-dc21-4fbc-aae0-0fba64edb200
Double bed,122.0,2318,8f63cb41-9305-47d1-a17f-f17eca1bdc55,f5f8f718-025b-42ff-a489-41db02bac353
Double bed,525.0,9975,226f247d-0d02-461f-a4fe-7f9d90420b73,ac9f1a46-4325-448d-a5f3-e84569f65587
Double bed,243.0,4617,73a329bb-13be-4f38-af60-d4fe2a0447d7,ccd31a05-dac3-480e-8861-75acd887519c
Double bed,264.0,5016,8595c3ca-dfa3-4504-93db-c6d817b0f3e2,0e57f002-e4fe-4f10-8b18-b03b8d07e368
Double bed,201.0,3819,833e7b81-d942-4bd7-b4b4-9723e055d9de,afecd00c-fc6a-4289-9f9f-ad6cba4b7320
Double bed,209.0,3971,496ad794-acaf-4945-acfb-a89f6dd44589,bf7ef6f2-b176-44bd-b997-1b4b0679aaf6
Double bed,230.0,4370,2e6b9de9-6d4c-4838-9162-a6ebafcbfeee,758051b6-aaad-4aca-ba6f-9949fbf0baaa
Double bed,238.0,4522,c427c7cd-e42a-47da-b7be-597af3d7aba6,5e53eb73-401f-4bc2-b734-f0e60c5b56d4
Double bed,171.0,3249,164e03dc-4b68-4c51-ad5f-eeaed5f2684c,09ef0732-9205-454c-80a7-12e35964e921
Double bed,233.0,4427,8e3b4d17-29ef-48a8-9001-1069bb6331b7,7ef863a6-8e20-4249-9815-fb9f92621e3e
Double bed,392.0,7448,0cb20e92-63c5-4bca-9a33-64e393bb6023,5c981357-483b-4dc2-9ed1-6c410c5b150d
Double bed,122.0,2318,1c1daa47-c65b-4481-b025-4f10bf32d2a9,cacf7183-27c6-45d1-a2ca-4dd0962ed253
Double bed,276.0,5244,1892345a-38e0-4653-86b6-1c509364dce2,1fe7cf60-985c-4aed-8e96-9f1585f4f3dc
Double bed,266.0,5054,91dd54d7-3cb2-4205-b46b-b9656d1de69d,b4f95121-84aa-434b-a44e-1e3ccca414f8
Double bed,220.0,4180,89ea532f-b614-4210-adbf-e1c9c4d6d32c,d5c2b1ef-457e-4e0b-a6ca-befa1f8fea82
Double bed,189.0,3591,20de48b4-bbc9-4626-87d1-33a14303502a,65e00d68-b335-4dc2-a3b5-3bb8c82deec3
Double bed,266.0,5054,abace0a1-8b2c-4cae-b03a-24557ceae9f2,80ef9397-2183-49d5-b801-0638f640a8f3
Double bed,152.0,2888,0f058b2a-aed8-4cb5-9a2b-ad73fef1232a,9c27a621-b9b9-45f0-9e70-3729fe682afc
Double bed,150.0,2850,6116890a-adb3-4aa2-a9b8-08639a18da65,41fbedd8-e175-401a-9f7b-242ae2a6399a
Double bed,780.0,14820,a11677e9-8c78-4409-a8c6-4c6d84a186a2,bee8a6cf-a8ed-446a-8f6a-37715e216423
Double bed,497.0,9443,71266ca3-2af6-4ddd-937e-85218b10bbc9,82a5e826-721b-422d-885b-66014cc06493
Double bed,260.0,4940,aa79ea8b-4e7a-4272-8f9e-846633b361be,faab530f-1cb0-489f-b168-db3063802596
Double bed,270.0,5130,b4771620-d827-4b9b-b87e-6acbb1dd93f1,bd105500-f489-4aa0-b9ed-a1bafbb0bc03
Double bed,180.0,3420,fb2297a0-94af-4b15-b7d4-64241c9c0b27,51c55454-e32a-4977-aaae-2fa64b5a4d9d
Double bed,536.0,10184,566315b4-4cb5-4d8f-b5a4-b74e4bf38b97,41fe9d03-85c6-4fc7-9077-beb682dc3bba
Double bed,215.0,4085,b13e9a7b-b716-42c8-8344-32d8f59e19e1,9f5fda84-a6c7-4119-8fe9-6dfed9b4cd16
Double bed,234.0,4446,d14ac620-59cd-4158-b12a-255ed343ceec,9b1f1b17-a112-454f-9b84-8f49105dee5f
Double bed,437.0,8303,e7a20370-b95d-40bd-9fe7-c633a94d56d2,94a8ddba-56c2-455d-a20b-1a811d5c662a
Double bed,420.0,7980,f01aa3ba-c74e-4d68-8730-c8b8081cfd81,7bfc0ae7-906e-48ff-8618-295ef10c0b9e
Double bed,338.0,6422,493031ed-f8a4-421f-9ac5-2fde3dd9fd3b,86cca080-495d-423d-92f0-71444327bffd
Double bed,225.0,4275,c687a206-2101-4e16-9485-5bab453605e4,0726c923-dea4-4685-a943-f8668fdf9f9b
Double bed,199.0,3781,d32401ae-5ac1-4c64-93f4-a376b0eb351e,8c8626b1-b2c5-4a55-8380-d5eca1c286e8
Double bed,140.0,2660,9ea03c52-66d1-4f9a-8978-2c472296a0a4,f57cd2f0-5677-4877-b05e-0c306e30ef8e
Double bed,338.0,6422,0e65b226-7676-4067-9eb8-724f518e124e,5f92b8ba-5776-4891-a979-76c18f95fa5c
Double bed,270.0,5130,a85a6a59-2912-463c-a1a0-e7a70bdf272c,8286ed55-38ba-4cd7-a6b2-723c4c544f1a
Double bed,338.0,6422,aa83c6fa-1c17-4531-921e-ba18ee19daac,cce60f0b-b828-4307-a7f5-cdc4532a4491
Double bed,176.0,3344,031094e8-bf63-4bc3-a455-6a9b807f9a7c,c27863d7-e4c0-4843-b68f-44af4834adb1
Double bed,578.0,10982,e9da9671-9ce3-4ddd-a8fc-65f96c9af7cf,55d2a852-483e-4a54-b754-73ad8603bead
Double bed,150.0,2850,c8f0c509-e45a-40dc-8988-47496c85ea30,0a05a650-2813-4d7a-95e7-61d941628533
Double bed,220.0,4180,64345b43-12f1-4362-90d6-3085b970f097,844b3d7b-4f7a-4cfa-ac6c-4db0fa4bdd9d
Double bed,271.0,5149,e890418e-4be1-421a-baa9-b16a68e708be,71233eda-b943-4394-95e8-53011381003d
Double bed,345.0,6555,d41dff8d-bb95-46ea-a4ea-2077c8bf62fb,c23e789a-46eb-44ff-a594-f71d69d29a4f
Double bed,720.0,13680,966f4dc9-5a21-4ce7-893b-89208a5a918a,e7d0daa0-c33c-4aac-b217-a6e6d9cd4588
Double bed,216.0,4104,8cd48297-d0eb-4876-a68e-4b87481c9551,25b4bc83-e5e6-49e1-8449-121b9093b7aa
Double bed,969.0,18411,e2fbd868-aa71-4a05-9f35-ea15e25b6696,6b51c6e3-9762-4870-bab1-9a3e8319fd1d
Double bed,228.0,4332,33ee18f3-a2f7-41aa-9d17-7dd36988bd1b,2e87ddc1-22f4-4bf5-94d6-28c91dd6b33c
Double bed,409.0,7771,4f6342b9-675c-43bb-a205-f27a60466207,c15caa15-9040-4566-8544-2de84772f9d8
Double bed,185.0,3515,4551ad67-8d49-40ee-9527-b2fd3fadfa8f,292b2ef1-9d9e-4949-919d-f70563b14582
Double bed,308.0,5852,9f7979e3-0446-40a4-8123-adb70f5efcd2,df48a6bf-6126-4526-9767-5b1813c043a7
Double bed,356.0,6764,c5ba9139-5e44-4778-a2f3-e27ae7a6c5ae,4cceb09c-d877-4452-baef-863e754da8f7
Double bed,254.0,4826,a524f316-230f-4b86-9936-35fe7dae46a5,14c52433-4a0e-4919-bc25-b2032f90b756
Double bed,447.0,8493,cd61cc08-8b40-42b7-9bca-437055099f3d,c3225920-4890-4e0b-b4d9-c3b6cec9d19b
Double bed,340.0,6460,54cbfa82-b9b3-46b4-bf2a-27f661f81e77,cf5c61a2-4ba5-422a-bf94-169e472678c7
Double bed,233.0,4427,71ff92fb-ee73-4610-b151-a531568834a2,75d6b697-e6cf-428e-ad00-4cfe7988e9ed
Double bed,86.0,1634,dff640a1-6795-49d5-a3f9-b950d4678f6b,e29e947f-5888-40e4-a785-9593ce5cbb5a
Double bed,281.0,5339,5d31c23b-ca7e-42a7-b75f-4350b753a29e,6860f345-feba-42a1-a447-f3954ababdfa
Double bed,141.0,2679,50d3a0b8-4e1c-4242-9b45-3db5de9f748e,ff86a3ff-3e4f-469e-9634-93d04a1346eb
Double bed,330.0,6270,cc37d252-73da-494e-a13b-b62e83ec1257,62fbf7b7-4bcb-4866-ad75-dcbc761bc994
Double bed,193.0,3667,c73f228e-33b5-4cae-911f-78baf633c750,8b4a8a4d-a6c1-4e35-90db-218482609312
Double bed,409.0,7771,8c0fd85f-57c0-468a-aa70-b61b7e3f6ae0,0b55b9d2-6af6-4536-ac78-b4e3d8bd07ca
Double bed,880.0,16720,305a2e26-ef02-49f3-ac78-b69fa5c0c359,c5d63a05-f5f9-40ba-89f9-5684fa2f4439
Double bed,309.0,5871,8a18d0e4-22da-4096-abc5-152abac04ab1,9e84d9c8-3c82-405e-8df8-c845821f98c5
Double bed,253.0,4807,27aa6176-7685-4098-88e6-9ab5f39d7613,3e636390-eda9-4fd0-8362-640e486397c0
Double bed,178.0,3382,89820026-d4a4-47d8-ab0f-5d0ea19584e3,69d2723a-eb07-423d-894b-26da4b344367
Double bed,762.0,14478,ff4e76ee-beb2-4ced-8bcb-c9af41c57f41,42b1d22d-05e4-4e54-95d9-6e388b8865cc
Double bed,174.0,3306,2a1c30ec-c20d-491e-aa1e-45dc6bb24e8d,0f6632e7-a487-40f2-878a-b6c94c32f96c
Double bed,255.0,4845,123cf521-151b-43ec-8d9e-168a0e5f3e15,4ce58c99-acba-4f77-9d35-bb4140123c5b
Double bed,200.0,3800,b8ae5eb4-3d2e-46c7-8a71-da7a639eca46,9b9b7989-90c3-48dc-af2b-77fe94e067a8
Double bed,306.0,5814,bec06cc5-78fd-4657-9b6d-77fafcc205c1,347f41df-1388-4d75-9d20-5a78985e891d
Double bed,179.0,3401,aa372946-c543-420d-8c1a-24d43847f608,578e5d2d-61e2-410c-9666-4ffa53f876d9
Double bed,392.0,7448,4ca37885-cdbe-40e8-90ee-53a4f1b35703,42cb3b45-7d8f-45f7-bde5-5242d2da1a07
Double bed,237.0,4503,6ca2f879-d133-4dc1-88e0-64bffacd80c0,97c603a9-ffff-4127-88f6-d48800b46073
Double bed,474.0,9006,bef1aba0-a426-4c31-8962-efacda1bd837,f0bc578d-3fd1-4025-8286-07143833ac4c
Double bed,230.0,4370,881c8069-dfeb-4cff-a178-a81360b49f88,8d71f478-2cae-448d-a41b-1ee58aa2803a
